,Object name,Astrometric RA (hh:mm:ss),"Astrometric Dec (dd mm'ss"")","Dist. from center RA ("")","Dist. from center Dec ("")","Dist. from center Norm ("")",Visual magnitude (V),"RA rate (""/h)","Dec rate (""/h)",ra,dec,V_mag,name,id
159,492864 (2014 QD369),17:49:10.56,-27:02:48.6,-462.,7.E3,6672.,22.7,53.23,-1.858,267.294,-27.046833333333336,22.7,492864,2014 QD369
160,502305 (2015 BQ149),17:49:40.63,-28:09:03.0,-67.3,3.E3,2682.,22.2,57.03,-2.956,267.41929166666665,-28.15083333333333,22.2,502305,2015 BQ149
161,506030 (2015 JC7),17:51:06.20,-27:01:10.0,1.E3,7.E3,6838.,22.5,46.39,1.4,267.77583333333337,-27.019444444444442,22.5,506030,2015 JC7
162,509237 (2006 TE54),17:50:14.09,-30:36:45.0,372.,-6.E3,6192.,23.1,66.83,-18.14,267.5587083333333,-30.6125,23.1,509237,2006 TE54
163,512212 (2015 TE190),17:49:38.27,-27:38:23.0,-98.4,5.E3,4522.,22.8,57.13,-0.932,267.4094583333333,-27.639722222222222,22.8,512212,2015 TE190
164,512413 (2016 PY77),17:48:25.07,-28:36:29.5,-1.E3,1.E3,1482.,22.1,65.68,-2.482,267.10445833333335,-28.608194444444447,22.1,512413,2016 PY77
165,514471 (2016 UQ146),17:50:37.70,-28:10:29.9,682.,3.E3,2683.,22.5,47.46,0.8322,267.6570833333333,-28.174972222222223,22.5,514471,2016 UQ146
166,518689 (2008 WH13),17:49:12.78,-27:01:26.9,-433.,7.E3,6751.,22.6,64.94,-18.71,267.30325,-27.02413888888889,22.6,518689,2008 WH13
167,530143 (2011 AY40),17:50:54.60,-28:37:17.0,904.,987.,1339.,23.4,51.8,-1.369,267.72749999999996,-28.62138888888889,23.4,530143,2011 AY40
168,532374 (2013 RS74),17:50:23.59,-29:12:27.1,497.,-1.E3,1228.,22.2,54.97,1.551,267.5982916666666,-29.207527777777777,22.2,532374,2013 RS74
169,538749 (2016 GN26),17:49:04.41,-27:48:03.9,-543.,4.E3,3978.,23.1,65.7,-4.176,267.268375,-27.801083333333334,23.1,538749,2016 GN26
170,540292 (2017 RK71),17:49:13.45,-28:58:07.6,-424.,-263.,499.3,22.3,64.43,-4.8,267.3060416666666,-28.968777777777778,22.3,540292,2017 RK71
171,542345 (2013 CU34),17:49:04.44,-28:15:46.4,-543.,2.E3,2342.,22.4,39.43,-4.998,267.26849999999996,-28.262888888888888,22.4,542345,2013 CU34
172,544597 (2014 WL169),17:50:59.34,-28:30:32.5,966.,1.E3,1695.,22.2,52.21,-7.865,267.74724999999995,-28.509027777777778,22.2,544597,2014 WL169
173,544886 (2014 WF467),17:50:40.38,-30:10:11.1,717.,-5.E3,4642.,22.7,39.0,-0.5581,267.66824999999994,-30.16975,22.7,544886,2014 WF467
174,545113 (2014 YF51),17:51:01.17,-29:56:12.6,990.,-4.E3,3876.,22.7,70.76,9.14,267.75487499999997,-29.936833333333333,22.7,545113,2014 YF51
175,547821 (2010 VE230),17:50:02.43,-30:05:33.9,219.,-4.E3,4315.,22.7,49.46,-6.342,267.51012499999996,-30.09275,22.7,547821,2010 VE230
176,552017 (2013 RM76),17:50:38.01,-28:44:51.0,686.,533.,869.3,22.7,82.15,-3.87,267.6583749999999,-28.747500000000002,22.7,552017,2013 RM76
177,552060 (2013 SZ17),17:50:39.56,-29:01:31.2,706.,-467.,846.5,23.0,74.64,-6.992,267.66483333333326,-29.025333333333332,23.0,552060,2013 SZ17
178,552097 (2013 TA1),17:48:53.01,-27:18:43.2,-693.,6.E3,5744.,22.1,54.97,-10.55,267.220875,-27.312,22.1,552097,2013 TA1
179,552123 (2013 TB48),17:50:30.45,-28:15:48.1,587.,2.E3,2351.,23.5,49.34,-2.581,267.6268749999999,-28.26336111111111,23.5,552123,2013 TB48
180,554615 (2012 VY13),17:49:24.49,-27:42:25.6,-279.,4.E3,4288.,22.9,41.17,-5.382,267.35204166666665,-27.70711111111111,22.9,554615,2012 VY13
181,559327 (2015 CD16),17:50:06.02,-28:24:58.9,266.,2.E3,1746.,22.9,42.97,-0.3091,267.52508333333327,-28.416361111111108,22.9,559327,2015 CD16
182,561933 (2015 WM5),17:51:03.52,-29:47:14.0,1.E3,-3.E3,3367.,23.6,48.45,-1.909,267.76466666666664,-29.787222222222223,23.6,561933,2015 WM5
183,562335 (2015 XP405),17:48:14.23,-30:35:12.5,-1.E3,-6.E3,6204.,23.3,39.52,-7.782,267.05929166666664,-30.586805555555554,23.3,562335,2015 XP405
184,566847 (2018 VT37),17:49:21.95,-27:10:08.1,-313.,6.E3,6224.,23.2,37.27,-1.185,267.3414583333333,-27.168916666666668,23.2,566847,2018 VT37
185,569051 (2005 GL68),17:49:32.24,-29:37:41.8,-178.,-3.E3,2644.,22.6,51.55,-6.743,267.3843333333333,-29.62827777777778,22.6,569051,2005 GL68
186,576044 (2012 BW173),17:51:19.67,-29:07:57.1,1.E3,-853.,1498.,22.8,38.34,-0.4005,267.8319583333333,-29.132527777777778,22.8,576044,2012 BW173
187,576801 (2012 UJ188),17:50:56.09,-28:37:03.0,924.,1.E3,1363.,23.1,43.3,-5.766,267.73370833333325,-28.6175,23.1,576801,2012 UJ188
188,576899 (2012 WH26),17:51:19.82,-30:09:32.6,1.E3,-5.E3,4711.,23.2,32.34,-7.129,267.83258333333333,-30.159055555555554,23.2,576899,2012 WH26
189,580354 (2015 BW302),17:48:48.04,-30:38:38.2,-758.,-6.E3,6339.,22.8,44.42,-8.172,267.2001666666667,-30.643944444444443,22.8,580354,2015 BW302
190,581271 (2015 FJ310),17:49:15.06,-30:32:50.3,-403.,-6.E3,5959.,23.1,40.38,-7.311,267.31275,-30.547305555555557,23.1,581271,2015 FJ310
191,591100 (2013 CO132),17:50:17.32,-27:43:52.6,414.,4.E3,4212.,23.1,70.22,0.8367,267.5721666666666,-27.731277777777777,23.1,591100,2013 CO132
192,602038 (2014 BA69),17:48:25.42,-27:31:45.7,-1.E3,5.E3,5032.,23.4,38.35,-4.934,267.10591666666664,-27.52936111111111,23.4,602038,2014 BA69
193,602786 (2014 QP161),17:48:18.40,-28:31:48.0,-1.E3,1.E3,1747.,22.8,77.69,-5.466,267.07666666666665,-28.529999999999998,22.8,602786,2014 QP161
194,603447 (2015 DC81),17:48:51.23,-27:44:55.6,-716.,4.E3,4191.,22.4,69.44,-5.527,267.21345833333334,-27.74877777777778,22.4,603447,2015 DC81
195,607540 (2001 QW167),17:49:27.45,-27:43:55.7,-240.,4.E3,4196.,22.7,79.61,-5.149,267.364375,-27.732138888888887,22.7,607540,2001 QW167
196,607558 (2001 ST307),17:48:54.28,-27:08:43.4,-676.,6.E3,6338.,23.0,80.63,-5.509,267.22616666666664,-27.14538888888889,23.0,607558,2001 ST307
197,616339 (2005 TL128),17:51:09.51,-27:14:43.9,1.E3,6.E3,6043.,23.3,53.0,-2.643,267.789625,-27.245527777777777,23.3,616339,2005 TL128
198,620366 (2002 TY383),17:50:45.22,-27:29:35.3,781.,5.E3,5110.,23.2,66.57,0.2477,267.6884166666666,-27.49313888888889,23.2,620366,2002 TY383
199,620801 (2006 QT69),17:50:27.15,-28:53:42.6,544.,1.68,543.6,23.1,47.94,-2.759,267.61312499999997,-28.895166666666665,23.1,620801,2006 QT69
200,623669 (2017 DK25),17:50:05.58,-29:28:05.8,260.,-2.E3,2078.,23.4,46.79,-0.4775,267.52324999999996,-29.468277777777775,23.4,623669,2017 DK25
201,624704 (2003 WL36),17:50:49.29,-27:12:09.4,834.,6.E3,6153.,23.6,38.74,-6.415,267.70537499999995,-27.20261111111111,23.6,624704,2003 WL36
202,626866 (2007 YB87),17:48:59.87,-29:02:40.9,-603.,-537.,806.6,23.5,47.41,0.7435,267.2494583333333,-29.044694444444445,23.5,626866,2007 YB87
203,626942 (2008 CS41),17:49:52.28,-27:31:10.7,85.6,5.E3,4954.,24.0,42.01,-0.8463,267.4678333333333,-27.51963888888889,24.0,626942,2008 CS41
204,628336 (2014 UV223),17:51:11.12,-30:00:58.2,1.E3,-4.E3,4185.,23.9,40.11,-3.162,267.79633333333334,-30.016166666666667,23.9,628336,2014 UV223
205,630851 (2006 RK10),17:50:57.40,-30:48:15.0,941.,-7.E3,6934.,22.6,48.59,-4.365,267.7391666666666,-30.804166666666667,22.6,630851,2006 RK10
206,631150 (2006 VE88),17:48:28.56,-27:02:23.5,-1.E3,7.E3,6759.,23.1,39.75,-2.172,267.11899999999997,-27.03986111111111,23.1,631150,2006 VE88
207,632351 (2008 FU92),17:50:10.56,-27:56:27.5,326.,3.E3,3452.,23.0,49.59,-3.82,267.544,-27.94097222222222,23.0,632351,2008 FU92
208,633250 (2009 HT110),17:50:15.46,-27:36:57.9,390.,5.E3,4623.,22.8,38.9,-4.832,267.5644166666666,-27.616083333333336,22.8,633250,2009 HT110
209,633931 (2010 RP168),17:50:03.07,-28:45:00.6,227.,524.,570.9,21.9,68.52,-0.2766,267.5127916666666,-28.750166666666665,21.9,633931,2010 RP168
210,635160 (2013 AO101),17:50:46.39,-30:17:50.0,796.,-5.E3,5107.,22.1,58.68,0.09832,267.6932916666666,-30.297222222222224,22.1,635160,2013 AO101
211,635277 (2013 EH2),17:50:23.85,-27:59:09.1,500.,3.E3,3313.,22.2,42.67,-2.428,267.59937499999995,-27.985861111111113,22.2,635277,2013 EH2
212,635360 (2013 HJ36),17:48:36.72,-27:28:32.5,-907.,5.E3,5193.,22.8,48.89,-1.304,267.153,-27.475694444444443,22.8,635360,2013 HJ36
213,636206 (2014 PS77),17:48:31.09,-27:04:03.9,-981.,7.E3,6654.,23.0,47.74,-0.4549,267.1295416666667,-27.06775,23.0,636206,2014 PS77
214,636251 (2014 QO138),17:50:47.01,-27:08:41.8,804.,6.E3,6354.,23.2,47.99,-2.496,267.69587499999994,-27.144944444444445,23.2,636251,2014 QO138
215,638047 (2015 SU24),17:49:35.71,-30:19:08.8,-132.,-5.E3,5126.,22.9,52.18,-5.726,267.3987916666666,-30.31911111111111,22.9,638047,2015 SU24
216,639650 (2017 GH17),17:50:50.65,-27:21:28.0,852.,6.E3,5602.,23.2,50.16,-1.152,267.71104166666663,-27.35777777777778,23.2,639650,2017 GH17
217,645587 (2007 TV382),17:49:00.35,-29:07:24.4,-596.,-820.,1014.,22.4,46.43,-7.398,267.2514583333333,-29.123444444444445,22.4,645587,2007 TV382
218,650070 (2011 VZ3),17:50:17.78,-30:02:25.7,420.,-4.E3,4143.,22.7,45.15,-1.288,267.5740833333333,-30.040472222222224,22.7,650070,2011 VZ3
219,650906 (2012 UQ53),17:51:12.41,-28:14:07.4,1.E3,2.E3,2637.,22.8,36.72,0.6141,267.8017083333333,-28.235388888888888,22.8,650906,2012 UQ53
220,653964 (2014 WL114),17:50:34.18,-28:24:32.3,636.,2.E3,1864.,22.4,65.0,4.722,267.64241666666663,-28.40897222222222,22.4,653964,2014 WL114
221,680800 (2003 SG422),17:51:09.92,-30:19:42.6,1.E3,-5.E3,5274.,22.8,59.87,-11.64,267.79133333333334,-30.3285,22.8,680800,2003 SG422
222,699337 (2019 QU13),17:50:49.87,-27:47:24.3,842.,4.E3,4069.,22.8,55.96,-4.706,267.70779166666665,-27.790083333333335,22.8,699337,2019 QU13
223,700342 (2001 OE31),17:48:23.27,-29:39:12.2,-1.E3,-3.E3,2934.,22.9,70.85,-5.293,267.0969583333333,-29.653388888888887,22.9,700342,2001 OE31
224,701880 (2005 SG299),17:49:57.92,-29:04:45.7,160.,-661.,680.4,24.2,56.0,-5.294,267.4913333333333,-29.079361111111112,24.2,701880,2005 SG299
225,707821 (2011 SP56),17:48:17.38,-30:02:10.3,-1.E3,-4.E3,4265.,23.2,38.15,-6.69,267.07241666666664,-30.036194444444448,23.2,707821,2011 SP56
226,709538 (2013 CR63),17:48:29.76,-28:12:35.9,-998.,2.E3,2664.,22.8,53.31,0.84,267.12399999999997,-28.20997222222222,22.8,709538,2013 CR63
227,710919 (2014 GB26),17:48:56.00,-27:03:33.4,-653.,7.E3,6644.,22.1,68.57,-4.056,267.2333333333333,-27.05927777777778,22.1,710919,2014 GB26
228,713501 (2015 CB52),17:50:13.11,-29:51:30.9,359.,-3.E3,3485.,23.1,34.25,-2.098,267.55462499999993,-29.858583333333335,23.1,713501,2015 CB52
229,722335 (2005 PF25),17:50:10.14,-28:07:42.3,320.,3.E3,2781.,23.0,51.44,-3.716,267.54224999999997,-28.128416666666666,23.0,722335,2005 PF25
230,724011 (2007 TL120),17:48:25.55,-28:27:56.5,-1.E3,2.E3,1873.,22.0,42.84,-7.381,267.1064583333333,-28.465694444444445,22.0,724011,2007 TL120
231,728390 (2010 MJ150),17:49:59.76,-27:35:00.7,184.,5.E3,4727.,23.1,70.87,1.119,267.49899999999997,-27.58352777777778,23.1,728390,2010 MJ150
232,734333 (2014 YO55),17:51:19.24,-28:14:04.2,1.E3,2.E3,2680.,23.8,52.99,-2.546,267.8301666666666,-28.2345,23.8,734333,2014 YO55
233,734906 (2015 CW19),17:49:49.18,-27:24:05.3,44.9,5.E3,5379.,22.5,70.11,0.966,267.45491666666663,-27.40147222222222,22.5,734906,2015 CW19
234,736779 (2015 XX72),17:48:54.93,-27:47:03.6,-667.,4.E3,4056.,22.7,46.98,4.117,267.22887499999996,-27.784333333333336,22.7,736779,2015 XX72
235,739505 (2017 UN93),17:49:01.04,-29:59:25.9,-587.,-4.E3,3985.,24.4,45.25,-3.824,267.2543333333333,-29.99052777777778,24.4,739505,2017 UN93
236,742199 (2007 FW61),17:50:23.59,-27:34:48.7,497.,5.E3,4762.,23.1,50.15,-2.739,267.5982916666666,-27.580194444444444,23.1,742199,2007 FW61
237,742203 (2007 GE65),17:51:10.14,-30:43:52.7,1.E3,-7.E3,6699.,22.8,64.13,-11.96,267.79225,-30.731305555555554,22.8,742203,2007 GE65
238,744447 (2009 RR71),17:50:10.12,-28:23:48.9,320.,2.E3,1824.,24.0,51.99,-4.277,267.5421666666666,-28.396916666666666,24.0,744447,2009 RR71
239,745276 (2010 VM233),17:49:53.28,-28:00:44.1,98.7,3.E3,3182.,23.7,56.09,-5.416,267.472,-28.01225,23.7,745276,2010 VM233
240,747278 (2012 TO267),17:48:28.53,-30:39:31.6,-1.E3,-6.E3,6426.,23.0,32.36,-7.774,267.118875,-30.658777777777775,23.0,747278,2012 TO267
241,747771 (2013 AN104),17:48:40.89,-27:50:44.1,-852.,4.E3,3876.,24.6,38.45,-3.055,267.170375,-27.845583333333334,24.6,747771,2013 AN104
242,748808 (2013 XF16),17:50:46.46,-28:10:59.3,797.,3.E3,2687.,23.3,61.96,1.354,267.69358333333327,-28.18313888888889,23.3,748808,2013 XF16
243,749906 (2014 QP82),17:51:19.81,-29:51:14.7,1.E3,-3.E3,3663.,23.8,39.74,0.3072,267.83254166666666,-29.854083333333335,23.8,749906,2014 QP82
244,753911 (2016 EO144),17:48:35.09,-27:32:36.6,-928.,5.E3,4956.,23.2,71.35,-4.751,267.14620833333333,-27.5435,23.2,753911,2016 EO144
245,756898 (2021 EA15),17:49:01.23,-27:13:25.5,-585.,6.E3,6048.,22.8,50.17,2.174,267.25512499999996,-27.22375,22.8,756898,2021 EA15
246,(1994 EK),17:48:41.16,-28:41:18.1,-848.,746.,1130.,26.8,29.93,-2.175,267.1715,-28.68836111111111,26.8,,1994 EK
247,(1996 GO12),17:49:42.42,-29:57:28.1,-43.9,-4.E3,3824.,22.5,64.05,-11.32,267.42674999999997,-29.957805555555556,22.5,,1996 GO12
248,(1996 TS26),17:48:26.28,-30:04:52.1,-1.E3,-4.E3,4392.,23.7,59.19,-7.223,267.10949999999997,-30.081138888888887,23.7,,1996 TS26
249,(2000 EQ23),17:49:41.02,-30:46:33.7,-62.3,-7.E3,6770.,24.3,76.82,-6.837,267.42091666666664,-30.776027777777777,24.3,,2000 EQ23
250,(2002 QC157),17:50:21.51,-28:14:57.1,469.,2.E3,2374.,22.6,57.17,-3.961,267.58962499999996,-28.249194444444445,22.6,,2002 QC157
251,(2002 TE60),17:49:46.07,-30:00:39.1,4.10,-4.E3,4015.,22.6,69.76,-22.68,267.4419583333333,-30.01086111111111,22.6,,2002 TE60
252,(2003 FY6),17:48:15.07,-27:08:33.5,-1.E3,6.E3,6424.,25.2,116.7,-8.461,267.0627916666666,-27.14263888888889,25.2,,2003 FY6
253,(2004 ES107),17:49:07.70,-28:14:25.0,-500.,2.E3,2412.,23.5,51.09,-3.727,267.28208333333333,-28.240277777777777,23.5,,2004 ES107
254,(2005 CA89),17:48:42.02,-27:38:26.1,-837.,5.E3,4596.,24.1,43.17,-2.638,267.17508333333336,-27.640583333333332,24.1,,2005 CA89
255,(2005 NE111),17:50:12.54,-28:35:37.5,352.,1.E3,1142.,24.4,32.41,-0.21,267.5522499999999,-28.59375,24.4,,2005 NE111
256,(2005 UZ198),17:50:43.13,-27:08:02.6,753.,6.E3,6387.,24.6,39.57,-4.359,267.6797083333333,-27.134055555555555,24.6,,2005 UZ198
257,(2006 OG41),17:49:57.36,-28:53:37.2,152.,7.08,152.5,24.1,41.52,0.4112,267.489,-28.893666666666665,24.1,,2006 OG41
258,(2006 QQ207),17:48:40.68,-29:03:12.7,-855.,-568.,1026.,23.3,101.9,-0.8626,267.16949999999997,-29.053527777777777,23.3,,2006 QQ207
259,(2006 SL13),17:49:15.10,-29:51:04.3,-403.,-3.E3,3463.,22.4,64.55,1.588,267.31291666666664,-29.851194444444445,22.4,,2006 SL13
260,(2006 WH58),17:49:21.13,-28:00:24.0,-323.,3.E3,3217.,23.0,42.41,-5.698,267.3380416666666,-28.006666666666668,23.0,,2006 WH58
261,(2006 WQ229),17:48:38.56,-28:53:44.6,-882.,-.391,882.5,23.5,34.69,-6.215,267.16066666666666,-28.895722222222222,23.5,,2006 WQ229
262,(2007 DS130),17:48:26.72,-29:55:19.2,-1.E3,-4.E3,3837.,24.7,39.35,-3.473,267.1113333333333,-29.922,24.7,,2007 DS130
263,(2007 DC131),17:48:28.31,-29:45:05.3,-1.E3,-3.E3,3243.,24.3,39.06,-2.94,267.1179583333333,-29.751472222222223,24.3,,2007 DC131
264,(2007 TJ100),17:50:34.89,-27:16:14.4,645.,6.E3,5886.,24.5,47.76,-4.537,267.64537499999994,-27.270666666666667,24.5,,2007 TJ100
265,(2007 WU75),17:50:36.07,-27:17:45.0,661.,6.E3,5798.,23.9,36.4,-5.625,267.65029166666665,-27.295833333333334,23.9,,2007 WU75
266,(2008 FV44),17:51:19.21,-29:49:08.2,1.E3,-3.E3,3541.,23.7,41.31,-4.319,267.83004166666666,-29.818944444444444,23.7,,2008 FV44
267,(2008 ST337),17:48:52.06,-30:29:46.8,-705.,-6.E3,5805.,24.2,42.19,-4.279,267.21691666666663,-30.496333333333336,24.2,,2008 ST337
268,(2008 XR28),17:49:09.16,-27:54:40.8,-481.,4.E3,3576.,23.3,52.74,2.579,267.28816666666665,-27.91133333333333,23.3,,2008 XR28
269,(2009 AK59),17:49:21.60,-27:25:49.7,-317.,5.E3,5284.,24.7,55.82,-2.801,267.34,-27.430472222222225,24.7,,2009 AK59
270,(2009 SL318),17:49:15.75,-27:49:41.2,-394.,4.E3,3863.,24.6,59.51,-4.723,267.31562499999995,-27.82811111111111,24.6,,2009 SL318
271,(2010 HV30),17:49:31.86,-28:16:42.2,-183.,2.E3,2230.,21.7,47.59,9.786,267.38274999999993,-28.278388888888887,21.7,,2010 HV30
272,(2010 HC105),17:50:11.30,-28:14:52.8,335.,2.E3,2356.,23.3,54.44,-10.73,267.54708333333326,-28.248,23.3,,2010 HC105
273,(2010 LK109),17:50:40.04,-28:14:50.1,713.,2.E3,2441.,25.9,1.919,-0.2251,267.6668333333333,-28.24725,25.9,,2010 LK109
274,(2010 SC54),17:49:29.39,-30:40:43.8,-215.,-6.E3,6423.,24.9,41.37,-3.989,267.37245833333327,-30.678833333333333,24.9,,2010 SC54
275,(2010 TC234),17:49:37.13,-27:52:37.7,-113.,4.E3,3668.,23.8,66.52,-7.044,267.4047083333333,-27.87713888888889,23.8,,2010 TC234
276,(2010 VJ186),17:49:26.02,-28:27:31.7,-259.,2.E3,1594.,22.8,41.46,0.4733,267.35841666666664,-28.458805555555553,22.8,,2010 VJ186
277,(2011 GP53),17:50:38.91,-27:30:45.7,698.,5.E3,5028.,23.5,63.53,-4.401,267.66212499999995,-27.512694444444445,23.5,,2011 GP53
278,(2011 LZ36),17:51:03.50,-28:13:08.2,1.E3,2.E3,2643.,22.4,60.86,5.02,267.76458333333335,-28.218944444444443,22.4,,2011 LZ36
279,(2011 QH106),17:50:09.75,-27:40:18.0,315.,4.E3,4418.,23.3,32.16,2.485,267.540625,-27.671666666666667,23.3,,2011 QH106
280,(2011 QP120),17:50:45.01,-29:15:38.3,778.,-1.E3,1526.,25.4,64.29,-3.973,267.6875416666666,-29.260638888888888,25.4,,2011 QP120
281,(2011 SB150),17:50:06.75,-26:58:00.9,276.,7.E3,6949.,24.5,44.04,-2.822,267.52812499999993,-26.966916666666666,24.5,,2011 SB150
282,(2011 SC296),17:48:11.79,-30:20:50.8,-1.E3,-5.E3,5368.,23.8,35.6,-5.657,267.04912499999995,-30.34744444444444,23.8,,2011 SC296
283,(2012 DD37),17:49:03.23,-27:08:11.7,-559.,6.E3,6358.,23.8,56.32,-2.977,267.2634583333333,-27.136583333333334,23.8,,2012 DD37
284,(2012 FG109),17:48:35.74,-30:36:33.1,-920.,-6.E3,6236.,24.8,50.43,-4.454,267.14891666666665,-30.609194444444444,24.8,,2012 FG109
285,(2012 PJ48),17:49:17.27,-30:30:57.9,-374.,-6.E3,5845.,23.6,67.85,-4.145,267.3219583333333,-30.516083333333334,23.6,,2012 PJ48
286,(2012 QR60),17:48:31.89,-30:31:35.9,-970.,-6.E3,5950.,23.5,44.75,0.09084,267.13287499999996,-30.526638888888886,23.5,,2012 QR60
287,(2012 RE51),17:48:50.09,-28:55:01.8,-731.,-77.6,735.1,24.0,38.02,-0.06049,267.20870833333333,-28.917166666666667,24.0,,2012 RE51
288,(2012 TC370),17:50:44.16,-28:22:06.2,767.,2.E3,2048.,23.1,60.34,-2.384,267.6839999999999,-28.36838888888889,23.1,,2012 TC370
289,(2012 UZ74),17:50:27.49,-28:03:32.0,548.,3.E3,3062.,23.2,45.34,-5.538,267.61454166666664,-28.05888888888889,23.2,,2012 UZ74
290,(2012 UW228),17:50:00.13,-29:18:43.0,189.,-1.E3,1511.,24.1,43.54,-0.751,267.5005416666666,-29.311944444444446,24.1,,2012 UW228
291,(2012 VX146),17:50:32.47,-27:19:48.1,613.,6.E3,5670.,24.4,40.65,-6.26,267.6352916666666,-27.330027777777776,24.4,,2012 VX146
292,(2012 XX83),17:48:50.76,-30:24:56.6,-722.,-5.E3,5519.,22.8,36.71,0.8189,267.21149999999994,-30.41572222222222,22.8,,2012 XX83
293,(2013 BU12),17:50:39.48,-30:38:24.0,705.,-6.E3,6319.,24.5,41.34,-7.645,267.6645,-30.64,24.5,,2013 BU12
294,(2013 CN71),17:49:30.16,-27:15:12.9,-205.,6.E3,5915.,22.7,66.56,1.821,267.37566666666663,-27.253583333333335,22.7,,2013 CN71
295,(2013 CV116),17:49:52.51,-28:56:30.7,88.7,-166.,188.6,24.0,62.54,-5.204,267.4687916666666,-28.941861111111113,24.0,,2013 CV116
296,(2013 GT7),17:51:14.58,-27:58:04.5,1.E3,3.E3,3539.,23.6,80.54,-31.32,267.81075,-27.967916666666664,23.6,,2013 GT7
297,(2013 TB121),17:49:02.26,-30:39:20.8,-571.,-6.E3,6362.,24.6,45.16,-5.394,267.2594166666666,-30.655777777777775,24.6,,2013 TB121
298,(2013 YN62),17:49:53.24,-29:10:26.4,98.2,-1.E3,1007.,22.9,43.86,-0.1246,267.4718333333333,-29.174,22.9,,2013 YN62
299,(2014 AT67),17:50:30.39,-28:55:30.8,586.,-107.,595.6,24.0,36.95,-0.25,267.62662499999993,-28.925222222222224,24.0,,2014 AT67
300,(2014 BW23),17:48:50.86,-28:30:48.0,-721.,1.E3,1554.,22.7,45.71,-10.33,267.21191666666664,-28.513333333333332,22.7,,2014 BW23
301,(2014 EL96),17:50:53.40,-28:12:45.9,888.,2.E3,2615.,23.5,39.74,-0.6366,267.7224999999999,-28.21275,23.5,,2014 EL96
302,(2014 ER130),17:49:25.47,-28:53:02.8,-266.,41.4,269.6,23.8,37.35,0.04845,267.35612499999996,-28.88411111111111,23.8,,2014 ER130
303,(2014 EJ131),17:48:34.13,-27:31:42.2,-941.,5.E3,5012.,23.3,40.98,0.7406,267.1422083333333,-27.528388888888887,23.3,,2014 EJ131
304,(2014 EC263),17:50:25.59,-27:34:14.2,523.,5.E3,4799.,24.0,42.21,0.9897,267.60662499999995,-27.57061111111111,24.0,,2014 EC263
305,(2014 FH21),17:50:47.73,-27:24:01.7,814.,5.E3,5445.,23.5,59.73,-0.795,267.69887499999993,-27.40047222222222,23.5,,2014 FH21
306,(2014 HB3),17:49:22.46,-30:04:30.0,-306.,-4.E3,4257.,23.3,71.14,-20.12,267.3435833333333,-30.075,23.3,,2014 HB3
307,(2014 HZ226),17:50:58.44,-29:27:07.2,954.,-2.E3,2218.,22.5,50.87,-17.5,267.7434999999999,-29.451999999999998,22.5,,2014 HZ226
308,(2014 HN241),17:49:25.10,-27:57:20.7,-271.,3.E3,3395.,23.9,51.66,2.972,267.3545833333333,-27.95575,23.9,,2014 HN241
309,(2014 HK243),17:50:50.87,-27:44:18.6,855.,4.E3,4253.,23.9,54.71,1.506,267.7119583333333,-27.738500000000002,23.9,,2014 HK243
310,(2014 HP254),17:48:16.35,-27:43:11.3,-1.E3,4.E3,4395.,24.3,45.57,-5.791,267.068125,-27.719805555555553,24.3,,2014 HP254
311,(2014 HJ367),17:48:23.75,-29:30:13.9,-1.E3,-2.E3,2439.,24.0,63.58,-5.044,267.0989583333333,-29.50386111111111,24.0,,2014 HJ367
312,(2014 HU427),17:48:29.86,-28:01:01.7,-997.,3.E3,3317.,24.5,46.24,-6.471,267.12441666666666,-28.017138888888887,24.5,,2014 HU427
313,(2014 HN438),17:50:50.59,-28:10:34.2,851.,3.E3,2727.,25.2,57.82,-8.759,267.71079166666664,-28.176166666666667,25.2,,2014 HN438
314,(2014 HO489),17:49:20.36,-28:22:10.3,-334.,2.E3,1923.,24.2,67.42,-0.7355,267.33483333333334,-28.36952777777778,24.2,,2014 HO489
315,(2014 HK495),17:50:45.13,-30:07:52.0,780.,-4.E3,4515.,23.6,46.51,-8.587,267.6880416666666,-30.13111111111111,23.6,,2014 HK495
316,(2014 HM517),17:48:34.56,-30:33:30.6,-935.,-6.E3,6058.,24.5,51.65,-5.311,267.14399999999995,-30.558500000000002,24.5,,2014 HM517
317,(2014 MR87),17:49:08.50,-27:46:46.8,-489.,4.E3,4047.,23.6,50.24,-2.293,267.2854166666666,-27.779666666666667,23.6,,2014 MR87
318,(2014 ND4),17:48:18.12,-27:23:26.4,-1.E3,5.E3,5540.,23.4,59.61,2.594,267.0755,-27.390666666666664,23.4,,2014 ND4
319,(2014 OB32),17:49:51.84,-28:15:13.0,79.8,2.E3,2313.,23.2,63.02,-1.714,267.46599999999995,-28.253611111111113,23.2,,2014 OB32
320,(2014 OL167),17:49:44.82,-27:10:37.8,-12.4,6.E3,6186.,23.5,71.98,-5.527,267.43674999999996,-27.17716666666667,23.5,,2014 OL167
321,(2014 OX461),17:50:04.63,-28:56:31.0,248.,-167.,298.6,24.0,42.28,-1.111,267.5192916666666,-28.941944444444445,24.0,,2014 OX461
322,(2014 PO33),17:49:50.74,-28:39:30.6,65.4,854.,856.1,24.3,48.98,-3.618,267.46141666666665,-28.6585,24.3,,2014 PO33
