,Object name,Astrometric RA (hh:mm:ss),"Astrometric Dec (dd mm'ss"")","Dist. from center RA ("")","Dist. from center Dec ("")","Dist. from center Norm ("")",Visual magnitude (V),"RA rate (""/h)","Dec rate (""/h)",ra,dec,V_mag,name,id
405,(2017 VR70),17:49:34.61,-27:30:20.3,-146.,5.E3,5006.,24.8,49.65,-3.346,267.3942083333333,-27.50563888888889,24.8,,2017 VR70
406,(2017 WP31),17:50:54.09,-28:41:55.8,897.,708.,1144.,23.4,54.93,-3.35,267.725375,-28.698833333333333,23.4,,2017 WP31
407,(2017 WC87),17:49:57.09,-27:02:48.1,149.,7.E3,6658.,24.7,49.7,-4.872,267.487875,-27.046694444444444,24.7,,2017 WC87
408,(2018 FF54),17:48:53.51,-30:17:57.2,-686.,-5.E3,5099.,23.0,57.41,-11.53,267.22295833333334,-30.299222222222223,23.0,,2018 FF54
409,(2018 FD56),17:50:51.12,-28:58:07.8,858.,-264.,897.6,23.7,52.14,-5.212,267.7129999999999,-28.968833333333333,23.7,,2018 FD56
410,(2018 JR1),17:50:10.43,-27:46:32.4,324.,4.E3,4045.,27.8,135.7,60.13,267.5434583333333,-27.775666666666666,27.8,,2018 JR1
411,(2018 LU46),17:50:41.27,-28:57:29.2,729.,-225.,762.7,23.6,67.27,-7.225,267.6719583333333,-28.958111111111112,23.6,,2018 LU46
412,(2018 NC34),17:48:46.48,-29:43:31.6,-778.,-3.E3,3086.,23.6,55.81,-6.222,267.1936666666667,-29.72544444444444,23.6,,2018 NC34
413,(2018 VE53),17:48:48.57,-29:06:10.3,-751.,-746.,1058.,23.1,47.49,-6.51,267.20237499999996,-29.102861111111114,23.1,,2018 VE53
414,(2018 VK94),17:51:18.36,-27:50:38.1,1.E3,4.E3,3979.,23.2,51.76,-5.816,267.82649999999995,-27.843916666666665,23.2,,2018 VK94
415,(2018 VE189),17:49:44.26,-27:43:18.5,-19.7,4.E3,4226.,24.2,39.58,-1.901,267.4344166666666,-27.721805555555555,24.2,,2018 VE189
416,(2018 VP189),17:50:42.89,-29:42:58.3,750.,-3.E3,3047.,24.1,40.22,-1.645,267.67870833333325,-29.716194444444444,24.1,,2018 VP189
417,(2018 WC7),17:50:26.59,-29:30:32.7,536.,-2.E3,2272.,25.4,29.9,-5.629,267.6107916666666,-29.509083333333333,25.4,,2018 WC7
418,(2018 YO20),17:48:18.64,-30:11:07.4,-1.E3,-5.E3,4780.,23.7,38.13,-2.212,267.07766666666663,-30.185388888888887,23.7,,2018 YO20
419,(2019 AN90),17:48:26.13,-28:57:12.8,-1.E3,-209.,1066.,24.7,54.44,-1.675,267.10887499999995,-28.953555555555553,24.7,,2019 AN90
420,(2019 AN136),17:49:28.63,-28:40:17.7,-225.,807.,837.4,24.5,33.08,1.716,267.36929166666664,-28.671583333333334,24.5,,2019 AN136
421,(2019 JR90),17:48:53.98,-27:12:37.2,-680.,6.E3,6106.,23.2,73.24,-6.281,267.2249166666666,-27.21033333333333,23.2,,2019 JR90
422,(2019 OA45),17:49:34.27,-27:58:35.8,-151.,3.E3,3312.,24.0,61.81,8.139,267.3927916666666,-27.976611111111108,24.0,,2019 OA45
423,(2019 ON60),17:50:36.57,-28:57:23.3,667.,-219.,702.1,24.8,39.45,0.9418,267.65237499999995,-28.95647222222222,24.8,,2019 ON60
424,(2019 RK34),17:51:00.14,-30:29:16.2,977.,-6.E3,5813.,24.5,43.8,0.428,267.7505833333333,-30.487833333333334,24.5,,2019 RK34
425,(2019 RE48),17:48:37.89,-27:24:32.2,-891.,5.E3,5427.,25.0,46.89,-2.573,267.157875,-27.408944444444444,25.0,,2019 RE48
426,(2019 RF89),17:49:26.92,-27:22:04.4,-247.,5.E3,5505.,25.0,46.23,-2.544,267.3621666666666,-27.36788888888889,25.0,,2019 RF89
427,(2019 SN92),17:49:05.00,-28:44:25.6,-535.,559.,774.0,24.5,36.49,-7.22,267.2708333333333,-28.740444444444446,24.5,,2019 SN92
428,(2019 SZ162),17:48:26.61,-28:21:20.3,-1.E3,2.E3,2206.,23.8,50.17,-4.114,267.11087499999996,-28.35563888888889,23.8,,2019 SZ162
429,(2019 SG167),17:50:50.56,-28:07:10.8,851.,3.E3,2921.,23.4,50.13,-4.221,267.7106666666666,-28.119666666666667,23.4,,2019 SG167
430,(2019 SX180),17:48:51.24,-27:30:26.5,-716.,5.E3,5049.,23.8,47.3,-7.469,267.21349999999995,-27.507361111111113,23.8,,2019 SX180
431,(2019 SD228),17:48:17.47,-27:19:53.8,-1.E3,6.E3,5750.,25.6,49.03,-2.633,267.07279166666666,-27.331611111111112,25.6,,2019 SD228
432,(2019 TD52),17:50:00.55,-28:37:26.4,194.,978.,997.0,24.0,63.57,-1.795,267.5022916666666,-28.624,24.0,,2019 TD52
433,(2019 UW169),17:48:56.91,-27:48:00.7,-642.,4.E3,3996.,25.0,52.66,-8.57,267.237125,-27.800194444444447,25.0,,2019 UW169
434,(2019 UG198),17:50:53.99,-28:24:43.4,896.,2.E3,1959.,23.7,45.87,-4.156,267.7249583333333,-28.412055555555554,23.7,,2019 UG198
435,(2020 BZ156),17:48:54.27,-29:32:49.5,-676.,-2.E3,2440.,24.6,40.5,-0.6493,267.22612499999997,-29.547083333333337,24.6,,2020 BZ156
436,(2020 DF8),17:48:22.20,-28:27:35.0,-1.E3,2.E3,1916.,23.8,62.1,-5.501,267.0925,-28.459722222222222,23.8,,2020 DF8
437,(2020 HW155),17:49:19.55,-27:29:12.9,-344.,5.E3,5083.,23.6,45.52,-3.775,267.33145833333333,-27.48691666666667,23.6,,2020 HW155
438,(2020 LD8),17:49:15.22,-27:12:41.0,-401.,6.E3,6077.,23.7,76.52,-3.466,267.3134166666666,-27.211388888888887,23.7,,2020 LD8
439,(2020 OM26),17:49:52.82,-28:30:41.8,92.7,1.E3,1386.,24.4,62.71,-4.856,267.4700833333333,-28.51161111111111,24.4,,2020 OM26
440,(2020 OB85),17:51:16.40,-27:51:42.2,1.E3,4.E3,3910.,23.2,75.23,-1.572,267.8183333333333,-27.861722222222223,23.2,,2020 OB85
441,(2020 PC113),17:48:20.08,-27:03:24.2,-1.E3,7.E3,6717.,23.9,73.38,0.8558,267.08366666666666,-27.056722222222223,23.9,,2020 PC113
442,(2020 QP12),17:49:15.76,-29:26:49.2,-394.,-2.E3,2023.,23.5,68.06,-5.075,267.31566666666663,-29.447,23.5,,2020 QP12
443,(2020 QZ34),17:48:19.84,-30:13:57.4,-1.E3,-5.E3,4942.,24.1,59.76,-5.31,267.0826666666667,-30.232611111111108,24.1,,2020 QZ34
444,(2020 YN18),17:50:07.55,-29:54:40.2,286.,-4.E3,3667.,24.0,43.09,-5.145,267.53145833333326,-29.911166666666666,24.0,,2020 YN18
445,(2020 YB19),17:50:59.20,-30:39:50.7,964.,-6.E3,6438.,24.1,43.54,-4.134,267.7466666666666,-30.66408333333333,24.1,,2020 YB19
446,(2021 ET4),17:49:49.51,-30:29:17.9,49.2,-6.E3,5734.,27.3,89.42,-15.18,267.45629166666663,-30.488305555555556,27.3,,2021 ET4
447,(2021 FS60),17:49:53.32,-27:13:15.4,99.3,6.E3,6030.,23.2,47.61,-7.478,267.4721666666666,-27.22094444444444,23.2,,2021 FS60
448,(2021 GM9),17:48:52.99,-30:14:14.0,-693.,-5.E3,4879.,23.9,43.71,-3.293,267.2207916666667,-30.237222222222222,23.9,,2021 GM9
449,(2021 GS26),17:49:44.70,-30:16:33.4,-13.9,-5.E3,4969.,23.6,48.14,-2.34,267.43625,-30.275944444444445,23.6,,2021 GS26
450,(2021 GV92),17:48:36.70,-30:26:26.6,-907.,-6.E3,5635.,23.3,54.06,-5.792,267.15291666666667,-30.440722222222224,23.3,,2021 GV92
451,(2021 GO145),17:50:23.39,-27:27:02.6,494.,5.E3,5225.,23.6,49.36,-7.647,267.5974583333333,-27.450722222222222,23.6,,2021 GO145
452,(2021 GL182),17:49:42.04,-28:46:37.3,-48.8,427.,429.7,22.9,48.61,-6.672,267.4251666666666,-28.77702777777778,22.9,,2021 GL182
453,(2021 HU39),17:49:58.39,-27:10:47.7,166.,6.E3,6179.,23.4,40.79,-5.489,267.49329166666666,-27.179916666666667,23.4,,2021 HU39
454,(2021 JR17),17:49:04.68,-27:34:33.5,-539.,5.E3,4782.,24.1,39.46,-5.901,267.2695,-27.575972222222223,24.1,,2021 JR17
455,(2021 RF158),17:49:51.51,-27:54:17.2,75.5,4.E3,3568.,24.6,65.39,-5.001,267.46462499999996,-27.904777777777777,24.6,,2021 RF158
456,(2021 TC1),17:51:17.58,-27:02:28.6,1.E3,7.E3,6786.,26.7,72.62,9.776,267.82325,-27.04127777777778,26.7,,2021 TC1
457,(2021 UU129),17:50:21.82,-29:11:31.2,474.,-1.E3,1167.,24.7,56.22,-3.834,267.59091666666666,-29.192,24.7,,2021 UU129
458,(2022 AD33),17:51:02.95,-27:19:30.3,1.E3,6.E3,5745.,23.6,58.19,0.2701,267.76229166666667,-27.325083333333332,23.6,,2022 AD33
459,(2022 AD56),17:50:58.69,-28:15:25.6,958.,2.E3,2491.,24.2,60.49,-1.362,267.74454166666663,-28.25711111111111,24.2,,2022 AD56
460,(2022 CN20),17:50:23.50,-29:49:57.1,496.,-3.E3,3409.,22.6,66.14,-12.39,267.5979166666666,-29.832527777777777,22.6,,2022 CN20
461,(2022 JF8),17:50:02.88,-27:24:30.7,225.,5.E3,5358.,23.5,58.68,-3.563,267.512,-27.408527777777778,23.5,,2022 JF8
462,(2022 QY68),17:50:56.61,-29:31:21.7,930.,-2.E3,2441.,22.9,48.66,-0.3072,267.73587499999996,-29.522694444444443,22.9,,2022 QY68
463,(2022 QW96),17:48:48.07,-29:36:41.0,-758.,-3.E3,2685.,23.2,42.56,-0.01594,267.20029166666666,-29.61138888888889,23.2,,2022 QW96
464,(2022 QY146),17:49:11.56,-30:13:30.8,-449.,-5.E3,4807.,23.4,43.08,-1.977,267.2981666666666,-30.22522222222222,23.4,,2022 QY146
465,(2022 QK157),17:50:11.21,-29:19:37.1,334.,-2.E3,1588.,23.8,50.88,-4.544,267.5467083333333,-29.32697222222222,23.8,,2022 QK157
466,(2022 QL206),17:50:35.83,-29:01:01.0,658.,-437.,789.1,23.0,43.78,-8.17,267.6492916666666,-29.016944444444444,23.0,,2022 QL206
467,(2022 SZ250),17:50:39.59,-28:29:57.5,707.,1.E3,1593.,23.6,69.9,10.03,267.6649583333333,-28.499305555555555,23.6,,2022 SZ250
468,(2023 GH10),17:49:54.23,-27:06:33.9,111.,6.E3,6431.,23.8,61.89,-10.46,267.4759583333333,-27.109416666666668,23.8,,2023 GH10
469,(2023 QA80),17:50:53.90,-28:40:37.2,895.,787.,1192.,23.9,41.71,-5.615,267.72458333333327,-28.677,23.9,,2023 QA80
470,(2023 RD26),17:50:07.10,-30:07:46.1,280.,-4.E3,4451.,24.1,63.01,-0.3672,267.5295833333333,-30.129472222222223,24.1,,2023 RD26
471,(2023 RD44),17:49:59.72,-29:58:58.3,183.,-4.E3,3918.,23.4,41.13,-0.811,267.4988333333333,-29.98286111111111,23.4,,2023 RD44
472,(2023 RA75),17:49:46.72,-28:45:35.9,12.6,488.,488.5,24.3,41.0,-0.6097,267.44466666666665,-28.75997222222222,24.3,,2023 RA75
473,(2023 RF115),17:49:00.28,-30:17:29.1,-597.,-5.E3,5060.,24.9,43.14,-3.809,267.2511666666667,-30.291416666666667,24.9,,2023 RF115
474,(2023 RX164),17:48:45.57,-29:35:16.5,-790.,-2.E3,2614.,24.6,64.17,3.058,267.189875,-29.587916666666665,24.6,,2023 RX164
475,(2023 ST54),17:50:14.41,-29:02:26.6,376.,-522.,643.6,24.4,42.22,2.043,267.5600416666666,-29.040722222222225,24.4,,2023 ST54
476,(2023 SO86),17:51:03.48,-29:16:01.6,1.E3,-1.E3,1681.,24.1,44.95,1.076,267.7645,-29.26711111111111,24.1,,2023 SO86
477,(2023 TH65),17:49:09.43,-28:09:25.0,-477.,3.E3,2702.,24.1,54.36,-5.517,267.28929166666666,-28.15694444444444,24.1,,2023 TH65
478,(2023 TP81),17:48:54.85,-28:54:58.5,-669.,-74.2,672.6,23.9,38.05,-0.05193,267.2285416666667,-28.916249999999998,23.9,,2023 TP81
479,(2023 TS146),17:49:16.03,-28:38:14.8,-390.,929.,1008.,25.6,34.47,-2.548,267.31679166666663,-28.637444444444444,25.6,,2023 TS146
480,(2023 UR8),17:48:24.68,-28:11:45.0,-1.E3,3.E3,2736.,24.4,33.59,-4.919,267.1028333333333,-28.195833333333333,24.4,,2023 UR8
481,(2023 XZ43),17:50:16.34,-30:46:41.7,402.,-7.E3,6789.,24.5,28.63,3.456,267.5680833333333,-30.77825,24.5,,2023 XZ43
482,(2024 PR4),17:49:41.00,-30:40:57.8,-62.5,-6.E3,6434.,26.8,122.2,-5.585,267.4208333333333,-30.682722222222225,26.8,,2024 PR4
483,(2024 UF13),17:50:10.51,-28:18:37.6,325.,2.E3,2132.,25.0,54.46,-3.912,267.5437916666666,-28.310444444444446,25.0,,2024 UF13
484,32P/Comas Sola,17:51:18.59,-27:27:15.0,1.E3,5.E3,5332.,21.8N,16.87,-2.056,267.8274583333333,-27.454166666666666,21.8,32P/Comas Sola,32P/Comas Sola
485,4397 Jalopez (1981 JS1),17:48:21.13,-28:00:11.0,-1.E3,3.E3,3402.,18.8,63.48,-3.152,267.08804166666664,-28.003055555555555,18.8,4397 Jalopez,1981 JS1
486,4414 Sesostris (4153 P-L),17:48:41.39,-29:58:44.0,-845.,-4.E3,3989.,19.7,53.39,-5.559,267.1724583333333,-29.978888888888886,19.7,4414 Sesostris,4153 P-L
487,11005 Waldtrudering (1980 PP1),17:48:44.81,-29:15:20.9,-800.,-1.E3,1523.,19.6,42.54,-1.679,267.1867083333333,-29.255805555555554,19.6,11005 Waldtrudering,1980 PP1
488,13121 Tisza (1994 CN9),17:48:51.20,-27:22:09.7,-716.,5.E3,5542.,20.0,67.61,-4.551,267.2133333333333,-27.36936111111111,20.0,13121 Tisza,1994 CN9
489,34325 Terrencevale (2000 QN201),17:48:31.10,-28:52:13.9,-980.,90.4,984.8,20.0,55.14,-5.924,267.1295833333333,-28.870527777777777,20.0,34325 Terrencevale,2000 QN201
490,53783 (2000 EC95),17:48:13.20,-28:04:49.6,-1.E3,3.E3,3178.,19.6,60.28,-1.547,267.055,-28.080444444444446,19.6,53783,2000 EC95
491,70835 (1999 VY90),17:48:18.87,-28:45:12.3,-1.E3,512.,1251.,21.4,49.76,-9.346,267.078625,-28.753416666666666,21.4,70835,1999 VY90
492,70841 (1999 VS96),17:49:02.18,-27:11:02.2,-572.,6.E3,6189.,20.3,62.64,-9.899,267.2590833333333,-27.183944444444446,20.3,70841,1999 VS96
493,75577 (2000 AD11),17:48:15.45,-27:01:57.5,-1.E3,7.E3,6813.,21.1,56.47,-0.494,267.064375,-27.032638888888886,21.1,75577,2000 AD11
494,79621 (1998 RF62),17:48:22.97,-28:53:26.4,-1.E3,17.8,1087.,20.9,51.77,-5.064,267.09570833333333,-28.890666666666664,20.9,79621,1998 RF62
495,102608 (1999 VH13),17:48:36.72,-30:48:14.3,-907.,-7.E3,6929.,21.1,36.52,-15.33,267.153,-30.803972222222225,21.1,102608,1999 VH13
496,118706 (2000 PL17),17:48:30.20,-29:55:16.8,-992.,-4.E3,3822.,20.9,64.98,-2.879,267.1258333333333,-29.921333333333333,20.9,118706,2000 PL17
497,119256 (2001 RW28),17:48:42.52,-27:07:54.4,-831.,6.E3,6405.,21.5,49.74,-2.602,267.17716666666666,-27.131777777777778,21.5,119256,2001 RW28
498,122578 (2000 RG20),17:48:14.56,-28:23:44.0,-1.E3,2.E3,2164.,21.5,58.72,-1.603,267.0606666666667,-28.395555555555553,21.5,122578,2000 RG20
499,137894 (2000 AZ158),17:48:34.18,-29:12:54.7,-940.,-1.E3,1485.,21.7,52.67,-3.037,267.1424166666667,-29.215194444444442,21.7,137894,2000 AZ158
500,174301 (2002 TJ24),17:48:49.84,-27:04:33.1,-734.,7.E3,6593.,21.6,56.43,-5.08,267.2076666666666,-27.07586111111111,21.6,174301,2002 TJ24
501,209177 (2003 UZ144),17:48:54.90,-27:22:41.9,-668.,5.E3,5504.,21.4,49.56,-8.704,267.22875,-27.378305555555556,21.4,209177,2003 UZ144
502,216988 (2000 QR223),17:48:30.43,-28:47:52.3,-989.,352.,1050.,21.2,60.93,-4.375,267.12679166666663,-28.797861111111114,21.2,216988,2000 QR223
503,225277 Stino (1960 SN),17:48:38.45,-28:07:22.1,-884.,3.E3,2920.,21.8,49.59,-4.185,267.16020833333334,-28.122805555555555,21.8,225277 Stino,1960 SN
504,227121 (2005 NA122),17:48:56.73,-28:07:38.3,-644.,3.E3,2840.,22.2,55.3,-5.438,267.236375,-28.127305555555555,22.2,227121,2005 NA122
505,250589 (2005 CM20),17:48:26.84,-28:43:38.1,-1.E3,606.,1201.,22.0,59.16,-3.951,267.1118333333333,-28.727249999999998,22.0,250589,2005 CM20
506,256835 (2008 CX156),17:48:34.64,-28:15:21.3,-934.,2.E3,2486.,22.5,50.17,-4.81,267.14433333333335,-28.255916666666668,22.5,256835,2008 CX156
507,263309 (2008 CU27),17:48:54.73,-30:01:17.7,-670.,-4.E3,4108.,22.7,56.69,-5.015,267.2280416666666,-30.021583333333332,22.7,263309,2008 CU27
508,294917 (2008 DK35),17:48:52.37,-28:05:10.8,-701.,3.E3,2997.,22.1,49.51,-2.714,267.21820833333334,-28.086333333333332,22.1,294917,2008 DK35
509,306298 (2011 SF53),17:48:31.26,-30:12:44.4,-978.,-5.E3,4839.,22.0,45.31,-5.995,267.13025,-30.212333333333333,22.0,306298,2011 SF53
510,333048 (2011 SS164),17:48:34.29,-28:22:59.6,-939.,2.E3,2071.,22.3,48.07,-7.072,267.142875,-28.383222222222223,22.3,333048,2011 SS164
511,358649 (2007 VP310),17:48:41.92,-30:11:31.0,-838.,-5.E3,4741.,22.1,54.13,-0.9496,267.17466666666667,-30.191944444444445,22.1,358649,2007 VP310
512,360152 (2013 CO62),17:48:12.61,-27:51:07.7,-1.E3,4.E3,3953.,22.3,70.81,-3.149,267.0525416666667,-27.85213888888889,22.3,360152,2013 CO62
513,367760 (2010 VJ215),17:48:44.31,-28:44:47.5,-807.,537.,969.7,23.0,54.16,-3.473,267.184625,-28.74652777777778,23.0,367760,2010 VJ215
514,426964 (2013 YD60),17:48:48.44,-27:29:20.7,-753.,5.E3,5120.,22.3,44.41,-3.189,267.2018333333333,-27.489083333333333,22.3,426964,2013 YD60
515,433843 (2015 BA253),17:48:33.79,-30:30:43.6,-945.,-6.E3,5894.,21.8,51.03,-0.8759,267.14079166666664,-30.51211111111111,21.8,433843,2015 BA253
516,456916 (2007 WQ61),17:48:45.35,-27:05:49.2,-793.,6.E3,6524.,22.0,75.9,10.99,267.1889583333333,-27.096999999999998,22.0,456916,2007 WQ61
517,458185 (2010 NP69),17:48:40.63,-30:27:48.1,-855.,-6.E3,5707.,23.4,40.65,-3.736,267.16929166666665,-30.46336111111111,23.4,458185,2010 NP69
518,463192 (2012 BB128),17:49:00.53,-30:23:44.0,-594.,-5.E3,5432.,22.3,78.69,-4.305,267.2522083333333,-30.395555555555553,22.3,463192,2012 BB128
519,489012 (2005 VN101),17:48:35.78,-28:27:41.6,-919.,2.E3,1814.,23.0,50.0,-4.597,267.14908333333335,-28.461555555555556,23.0,489012,2005 VN101
520,509255 (2006 UW61),17:48:48.35,-27:02:07.7,-754.,7.E3,6740.,22.9,65.46,-1.152,267.2014583333333,-27.035472222222225,22.9,509255,2006 UW61
521,514101 (2015 AO1),17:48:42.63,-27:14:57.5,-829.,6.E3,5985.,22.0,72.92,-20.52,267.177625,-27.249305555555555,22.0,514101,2015 AO1
522,519568 (2012 SZ69),17:48:37.45,-27:00:06.0,-897.,7.E3,6878.,22.8,40.39,-0.3286,267.1560416666666,-27.001666666666665,22.8,519568,2012 SZ69
523,520525 (2014 MG42),17:48:11.87,-27:09:48.6,-1.E3,6.E3,6358.,22.5,47.66,-13.6,267.04945833333335,-27.1635,22.5,520525,2014 MG42
524,525002 (2004 RA65),17:48:53.78,-28:48:11.7,-683.,333.,759.6,23.0,56.09,-4.918,267.2240833333333,-28.803250000000002,23.0,525002,2004 RA65
525,548752 (2010 VY83),17:48:42.72,-28:13:54.0,-828.,2.E3,2530.,23.9,36.79,-8.211,267.178,-28.231666666666666,23.9,548752,2010 VY83
526,548971 (2011 AE71),17:48:49.72,-29:00:31.3,-736.,-407.,840.6,22.8,56.44,-4.401,267.20716666666664,-29.008694444444444,22.8,548971,2011 AE71
527,552245 (2013 VZ10),17:48:51.33,-27:50:34.3,-715.,4.E3,3857.,23.2,52.2,-1.324,267.213875,-27.84286111111111,23.2,552245,2013 VZ10
528,578033 (2013 VK42),17:48:44.07,-29:29:17.6,-810.,-2.E3,2281.,23.0,42.84,-1.344,267.183625,-29.488222222222223,23.0,578033,2013 VK42
529,590672 (2012 PF4),17:48:17.50,-27:12:10.5,-1.E3,6.E3,6205.,23.8,38.92,-1.928,267.07291666666663,-27.202916666666667,23.8,590672,2012 PF4
530,604406 (2015 PY218),17:48:35.23,-27:52:21.1,-926.,4.E3,3799.,21.6,63.3,2.562,267.1467916666667,-27.87252777777778,21.6,604406,2015 PY218
531,614365 (2009 BQ111),17:48:29.31,-29:27:31.3,-1.E3,-2.E3,2261.,23.6,46.02,-1.824,267.122125,-29.458694444444443,23.6,614365,2009 BQ111
532,614712 (1996 EH3),17:48:28.18,-30:38:30.0,-1.E3,-6.E3,6366.,23.3,43.7,-5.314,267.11741666666666,-30.641666666666666,23.3,614712,1996 EH3
533,622022 (2011 WE150),17:48:40.12,-28:20:44.6,-862.,2.E3,2160.,21.1,65.69,3.577,267.1671666666666,-28.34572222222222,21.1,622022,2011 WE150
534,622507 (2014 EG67),17:48:13.61,-29:16:52.2,-1.E3,-1.E3,1840.,23.1,69.39,-1.57,267.0567083333333,-29.281166666666667,23.1,622507,2014 EG67
535,624380 (2002 TO271),17:49:01.51,-28:18:49.9,-581.,2.E3,2174.,23.9,58.04,-5.332,267.2562916666666,-28.313861111111112,23.9,624380,2002 TO271
536,629104 (1999 TS43),17:48:48.49,-27:21:16.0,-752.,6.E3,5600.,22.9,48.79,-3.43,267.2020416666666,-27.354444444444447,22.9,629104,1999 TS43
537,631204 (2006 WT90),17:48:39.48,-27:18:54.9,-870.,6.E3,5757.,23.4,39.22,-1.289,267.16450000000003,-27.315250000000002,23.4,631204,2006 WT90
538,631286 (2006 YH37),17:48:23.14,-30:08:40.8,-1.E3,-4.E3,4624.,22.4,52.32,-2.771,267.09641666666664,-30.144666666666666,22.4,631286,2006 YH37
539,632014 (2007 XG65),17:48:11.37,-27:10:34.3,-1.E3,6.E3,6315.,22.8,54.77,1.722,267.04737499999993,-27.176194444444445,22.8,632014,2007 XG65
540,639290 (2017 BM69),17:48:23.73,-30:32:47.8,-1.E3,-6.E3,6039.,22.0,56.2,-7.365,267.09887499999996,-30.546611111111112,22.0,639290,2017 BM69
541,640603 (2001 UX39),17:48:17.07,-27:59:24.1,-1.E3,3.E3,3464.,23.1,44.24,-5.728,267.071125,-27.99002777777778,23.1,640603,2001 UX39
542,658499 (2017 RE123),17:48:25.80,-29:48:44.9,-1.E3,-3.E3,3462.,23.3,37.69,-1.531,267.10749999999996,-29.812472222222222,23.3,658499,2017 RE123
543,707302 (2011 CM130),17:48:48.96,-29:48:24.1,-746.,-3.E3,3363.,23.4,60.18,-4.084,267.204,-29.806694444444446,23.4,707302,2011 CM130
544,725385 (2008 WR136),17:48:44.73,-27:07:01.6,-801.,6.E3,6453.,22.1,72.94,9.727,267.186375,-27.11711111111111,22.1,725385,2008 WR136
545,727050 (2010 DU62),17:48:28.71,-28:27:54.0,-1.E3,2.E3,1852.,21.9,53.37,0.3677,267.1196249999999,-28.465,21.9,727050,2010 DU62
546,745210 (2010 UF74),17:48:34.30,-28:07:08.5,-938.,3.E3,2950.,23.8,53.97,-5.763,267.1429166666666,-28.119027777777777,23.8,745210,2010 UF74
547,746004 (2011 QG103),17:48:24.13,-30:01:08.5,-1.E3,-4.E3,4182.,21.5,64.69,-13.44,267.1005416666667,-30.019027777777776,21.5,746004,2011 QG103
548,748612 (2013 TL85),17:48:41.23,-29:00:22.0,-847.,-398.,935.8,23.9,46.94,-5.99,267.17179166666665,-29.00611111111111,23.9,748612,2013 TL85
549,750133 (2014 RF43),17:48:44.51,-29:58:00.0,-804.,-4.E3,3938.,23.2,46.31,-0.6147,267.1854583333333,-29.966666666666665,23.2,750133,2014 RF43
550,(2005 PH31),17:48:34.68,-29:14:10.9,-933.,-1.E3,1541.,23.8,34.69,-3.299,267.1445,-29.236361111111112,23.8,,2005 PH31
551,(2005 UD96),17:48:21.90,-27:05:02.4,-1.E3,7.E3,6616.,23.6,54.02,-9.77,267.09124999999995,-27.084,23.6,,2005 UD96
552,(2006 SW195),17:50:00.62,-26:58:11.1,195.,7.E3,6936.,24.7,49.46,-3.314,267.5025833333333,-26.969749999999998,24.7,,2006 SW195
553,(2006 SD438),17:48:38.80,-28:32:44.8,-879.,1.E3,1537.,23.0,59.38,-10.65,267.1616666666667,-28.54577777777778,23.0,,2006 SD438
554,(2006 UN184),17:48:43.71,-28:07:36.8,-815.,3.E3,2886.,23.6,50.13,-5.782,267.182125,-28.12688888888889,23.6,,2006 UN184
555,(2008 UX260),17:48:39.88,-27:02:31.0,-865.,7.E3,6730.,24.8,43.74,-7.796,267.16616666666664,-27.041944444444447,24.8,,2008 UX260
556,(2008 VR87),17:48:38.55,-30:35:07.2,-883.,-6.E3,6146.,23.8,44.85,-10.6,267.160625,-30.58533333333333,23.8,,2008 VR87
557,(2009 OC30),17:49:05.85,-28:44:02.3,-524.,582.,783.4,23.0,61.25,-1.561,267.27437499999996,-28.733972222222224,23.0,,2009 OC30
558,(2010 DR81),17:48:41.02,-27:33:49.4,-850.,5.E3,4871.,23.5,38.49,-12.98,267.17091666666664,-27.56372222222222,23.5,,2010 DR81
559,(2010 WG12),17:48:58.06,-30:37:27.5,-626.,-6.E3,6254.,23.8,51.54,-7.134,267.24191666666667,-30.624305555555555,23.8,,2010 WG12
560,(2011 AN105),17:48:21.65,-27:58:50.8,-1.E3,3.E3,3475.,23.7,47.73,-3.108,267.0902083333333,-27.980777777777774,23.7,,2011 AN105
561,(2011 CR135),17:49:10.12,-28:24:05.7,-468.,2.E3,1839.,23.6,67.81,-3.621,267.2921666666666,-28.40158333333333,23.6,,2011 CR135
562,(2011 UU100),17:48:36.19,-30:45:09.2,-914.,-7.E3,6746.,23.7,45.14,-9.469,267.15079166666663,-30.752555555555556,23.7,,2011 UU100
563,(2011 VX24),17:48:25.19,-30:42:37.5,-1.E3,-7.E3,6617.,22.8,44.84,-7.001,267.1049583333333,-30.710416666666667,22.8,,2011 VX24
564,(2012 AO23),17:48:36.32,-27:34:38.3,-912.,5.E3,4834.,24.0,44.12,1.989,267.1513333333333,-27.577305555555554,24.0,,2012 AO23
565,(2013 AY207),17:48:46.94,-30:08:09.6,-773.,-4.E3,4531.,22.9,65.78,1.134,267.19558333333333,-30.136,22.9,,2013 AY207
566,(2013 HK98),17:48:34.17,-28:06:19.9,-940.,3.E3,2997.,25.2,56.0,-6.571,267.14237499999996,-28.10552777777778,25.2,,2013 HK98
567,(2013 YX126),17:48:15.79,-29:32:19.4,-1.E3,-2.E3,2598.,25.3,60.4,-2.997,267.06579166666666,-29.538722222222223,25.3,,2013 YX126
568,(2014 HK527),17:48:53.28,-28:45:14.0,-689.,510.,857.9,24.5,54.16,-1.528,267.222,-28.753888888888888,24.5,,2014 HK527
